time_s,odrive_pos_rad,output_pos_rad,diff_rad,odrive_disp_rad,output_disp_rad,motor_on_output_side_rad,backlash_rad
13.078969,29.580345,2.73969,26.840655,-0.41557599999999795,-0.03815799999999969,-0.029683999999999853,0.00847399999999984
13.083212,29.645042,2.735471,26.90957,-0.35087899999999905,-0.03393899999999972,-0.025062785714285645,0.008876214285714074
13.084831,29.669082,2.731253,26.937829,-0.32683899999999966,-0.029720999999999886,-0.023345642857142832,0.006375357142857054
13.088053,29.716563,2.727801,26.988762,-0.27935799999999844,-0.026268999999999654,-0.019954142857142747,0.006314857142856907
13.091223,29.765876,2.724733,27.041142,-0.2300450000000005,-0.023200999999999805,-0.01643178571428575,0.006769214285714056
13.094397,29.813666,2.721282,27.092384,-0.18225499999999784,-0.019749999999999712,-0.013018214285714131,0.006731785714285581
13.097119,29.856036,2.71783,27.138205,-0.1398849999999996,-0.016297999999999924,-0.009991785714285686,0.006306214285714238
13.100207,29.902022,2.713229,27.188794,-0.0938990000000004,-0.011696999999999846,-0.006707071428571457,0.004989928571428389
13.10356,29.949863,2.710544,27.239319,-0.0460579999999986,-0.009011999999999798,-0.003289857142857043,0.005722142857142756
13.106349,29.99514,2.707093,27.288047,-0.0007809999999999206,-0.005560999999999705,-5.578571428570862e-05,0.005505214285713996
13.109619,30.046582,2.704025,27.342557,0.05066100000000162,-0.0024929999999998564,0.003618642857142973,0.006111642857142829
13.11289,30.100613,2.699039,27.401574,0.10469200000000001,0.0024930000000003005,0.007478,0.0049849999999997
13.116068,30.142465,2.694437,27.448028,0.14654400000000223,0.0070950000000000735,0.01046742857142873,0.0033724285714286564
13.119744,30.19749,2.690986,27.506505,0.20156899999999922,0.010546000000000166,0.014397785714285658,0.003851785714285492
13.123593,30.255015,2.687918,27.567097,0.25909400000000105,0.013614000000000459,0.01850671428571436,0.0048927142857139
13.12607,30.298239,2.683699,27.614539,0.30231799999999964,0.017833000000000432,0.021594142857142833,0.0037611428571424008
13.129336,30.34649,2.680248,27.666242,0.35056900000000013,0.02128400000000008,0.025040642857142865,0.003756642857142785
13.132489,30.406363,2.67718,27.729183,0.41044199999999975,0.024352000000000373,0.029317285714285695,0.004965285714285322
13.135297,30.438928,2.674112,27.764816,0.4430070000000015,0.027420000000000222,0.03164335714285725,0.004223357142857029
13.138725,30.488042,2.669127,27.818915,0.4921210000000009,0.03240500000000024,0.035151500000000065,0.0027464999999998255
13.143232,30.556688,2.666059,27.890629,0.560767000000002,0.03547300000000009,0.040054785714285855,0.004581785714285767
13.144889,30.580015,2.661457,27.918558,0.5840940000000003,0.040075000000000305,0.04172100000000002,0.0016459999999997171
13.148462,30.632455,2.658389,27.974066,0.636534000000001,0.04314300000000015,0.04546671428571436,0.002323714285714207
13.153212,30.709352,2.654937,28.054414,0.7134309999999999,0.046595000000000386,0.05095935714285714,0.0043643571428567535
13.15485,30.733886,2.651486,28.082401,0.7379649999999991,0.05004600000000048,0.05271178571428565,0.0026657857142851696
13.158047,30.780364,2.647267,28.133097,0.7844429999999996,0.05426500000000045,0.05603164285714283,0.0017666428571423767
13.160994,30.822758,2.644199,28.178559,0.8268370000000012,0.0573330000000003,0.059059785714285794,0.0017267857142854934
13.164237,30.870096,2.641131,28.228965,0.874175000000001,0.06040100000000015,0.062441071428571505,0.0020400714285713564
13.166965,30.913563,2.63768,28.275883,0.9176420000000007,0.06385200000000024,0.0655458571428572,0.0016938571428569554
13.169926,30.956847,2.634612,28.322235,0.9609260000000006,0.06692000000000009,0.06863757142857148,0.0017175714285713878
13.173016,31.005994,2.631544,28.37445,1.010073000000002,0.06998800000000038,0.07214807142857158,0.002160071428571192
13.17592,31.04589,2.626175,28.419715,1.0499690000000008,0.07535700000000034,0.07499778571428577,-0.0003592142857145736
13.179268,31.09599,2.623107,28.472883,1.1000690000000013,0.07842500000000019,0.07857635714285724,0.00015135714285705038
13.182423,31.15781,2.620039,28.537771,1.1618890000000022,0.08149300000000048,0.08299207142857158,0.0014990714285710999
13.185185,31.188082,2.615437,28.572645,1.1921610000000022,0.08609500000000025,0.08515435714285731,-0.0009406428571429454
13.188702,31.238584,2.612369,28.626215,1.2426630000000003,0.0891630000000001,0.08876164285714287,-0.000401357142857231
13.191576,31.280169,2.609301,28.670868,1.2842480000000016,0.0922310000000004,0.09173200000000012,-0.000499000000000277
13.194702,31.323819,2.606233,28.717585,1.3278980000000011,0.09529900000000024,0.09484985714285722,-0.0004491428571430228
13.197244,31.36183,2.603165,28.758664,1.365909000000002,0.0983670000000001,0.09756492857142872,-0.0008020714285713743
13.200308,31.405668,2.600097,28.805571,1.4097469999999994,0.10143500000000039,0.10069621428571425,-0.0007387857142861359
13.203551,31.449737,2.595495,28.854242,1.4538159999999998,0.10603700000000016,0.10384399999999998,-0.002193000000000181
13.20661,31.497165,2.593195,28.90397,1.5012439999999998,0.10833700000000013,0.10723171428571428,-0.0011052857142858502
